reply_id,hateful_tweet_id,counter_hate_id,Q1,Q2,Q3,Q4
1434193656097902596,1431312174421524483,1431368818144825348,0.0,0.0,0.0,
1431621275785605123,1431312174421524483,1431368818144825348,0.0,1.0,0.0,
1431570177628442626,1431312174421524483,1431368818144825348,1.0,,,1.0
1431563170284462081,1431312174421524483,1431441468938457096,1.0,,,1.0
1431425074683432961,1431312174421524483,1431312604350357512,1.0,,,0.0
1431358497350987784,1431312174421524483,1431312604350357512,0.0,0.0,1.0,
1279520743508840454,1279505864827813892,1279517749463715840,1.0,,,0.0
1513986397337706507,1513530301749895172,1513723174512300032,1.0,,,1.0
1513961560015785993,1513530301749895172,1513585907466653709,1.0,,,1.0
1513961315085258763,1513530301749895172,1513723174512300032,1.0,,,1.0
1513945786551136258,1513530301749895172,1513723174512300032,0.0,0.0,0.0,
1513895158244384772,1513530301749895172,1513723174512300032,1.0,,,1.0
1513895016883699715,1513530301749895172,1513723174512300032,1.0,,,1.0
1513867215145250822,1513530301749895172,1513867025407524867,1.0,,,1.0
1513841689596600320,1513530301749895172,1513585907466653709,1.0,,,0.0
1513827914042810371,1513530301749895172,1513621137976365056,1.0,,,0.0
1513818654575628296,1513530301749895172,1513566217096814599,1.0,,,0.0
1513780456566583296,1513530301749895172,1513566217096814599,1.0,,,0.0
1513728250484334604,1513530301749895172,1513726334551298048,0.0,0.0,0.0,
1513706756840599558,1513530301749895172,1513626696448106500,1.0,,,0.0
1513681139323621376,1513530301749895172,1513680577630769155,0.0,0.0,1.0,
1513643051692003335,1513530301749895172,1513585907466653709,1.0,,,0.0
1513631059581222924,1513530301749895172,1513585907466653709,0.0,0.0,0.0,
1513630238294556677,1513530301749895172,1513585907466653709,1.0,,,1.0
1513627224242634754,1513530301749895172,1513566217096814599,1.0,,,0.0
1513626802492690462,1513530301749895172,1513585907466653709,1.0,,,1.0
1513611876936077320,1513530301749895172,1513566217096814599,1.0,,,0.0
1513602461503680515,1513530301749895172,1513566217096814599,0.0,0.0,0.0,
1513585079813087232,1513530301749895172,1513584054200844292,1.0,,,0.0
1336848425262800896,1336811682341900288,1336812475488976896,1.0,,,1.0
1543646616422191104,1543642265045807104,1543646358862671872,0.0,1.0,0.0,
1458101200440659986,1458081735925800962,1458085682207932418,0.0,0.0,0.0,
1458086598969597953,1458081735925800962,1458085682207932418,0.0,0.0,0.0,
1458086491532501008,1458081735925800962,1458085682207932418,1.0,,,1.0
1458085987058323467,1458081735925800962,1458085682207932418,0.0,0.0,0.0,
1488438825546358784,1488122002158276608,1488241016327004162,1.0,,,0.0
1488163024116535298,1488122002158276608,1488132781368614912,1.0,,,0.0
1488157237482823680,1488122002158276608,1488153550337232898,0.0,0.0,0.0,
1488156496974204940,1488122002158276608,1488148102083194880,0.0,0.0,0.0,
1006160097092030464,1006151905230426112,1006153909663092736,0.0,1.0,0.0,
1462033479978340353,1461841405882552327,1462033246213099529,1.0,,,0.0
1462033423057444870,1461841405882552327,1462033246213099529,1.0,,,0.0
1221947742118768640,1221570627720466434,1221946711268122626,0.0,1.0,0.0,
1535844079228948480,1535843870654681089,1535843918033453057,0.0,1.0,0.0,
1071380539960115202,1071317680131661824,1071356416391290880,1.0,,,1.0
1071361968425050112,1071317680131661824,1071356416391290880,1.0,,,0.0
1071357839845797889,1071317680131661824,1071356416391290880,1.0,,,0.0
1488877533529526278,1488583623930523652,1488633102658330625,1.0,,,1.0
1488828963761836034,1488583623930523652,1488633102658330625,0.0,0.0,1.0,
1488826360491614211,1488583623930523652,1488633102658330625,1.0,,,0.0
1488718101596233728,1488583623930523652,1488633102658330625,1.0,,,1.0
1488636225691000832,1488583623930523652,1488606384652537861,0.0,1.0,0.0,
1488615489249099779,1488583623930523652,1488612419928743938,0.0,0.0,0.0,
1488586785760452611,1488583623930523652,1488585257469284353,1.0,,,0.0
1544193522646937601,1544192787020595201,1544193469232594946,1.0,,,1.0
1390374064292868101,1390371336262930433,1390372642314760199,0.0,1.0,0.0,
1492894971904602120,1492891385997017089,1492894560141385732,0.0,0.0,0.0,
1414435012376727552,1414106903798587398,1414423848276176896,0.0,1.0,0.0,
1414434318957559809,1414106903798587398,1414423848276176896,0.0,1.0,0.0,
1414326381165547529,1414106903798587398,1414324867005046784,1.0,,,0.0
1451000216698638340,1315690015330979840,1315690526511824903,0.0,1.0,0.0,
1317331597830496256,1315690015330979840,1317323456740913152,0.0,0.0,0.0,
1316736579797315584,1315690015330979840,1316538091851657216,1.0,,,0.0
1316736528945541121,1315690015330979840,1316538091851657216,1.0,,,0.0
1316334389396230144,1315690015330979840,1316238279608610816,1.0,,,0.0
1316259479789264898,1315690015330979840,1316257058484744192,0.0,0.0,0.0,
1316248872784556032,1315690015330979840,1315695749280260096,1.0,,,0.0
1316244918378037251,1315690015330979840,1315690526511824903,1.0,,,0.0
1316136827879784448,1315690015330979840,1315709967157129217,0.0,0.0,0.0,
1316136682362605568,1315690015330979840,1315695977689485313,0.0,0.0,0.0,
1315997660969607168,1315690015330979840,1315695749280260096,0.0,1.0,0.0,
1315781665361408002,1315690015330979840,1315709967157129217,1.0,,,0.0
1315711232733741057,1315690015330979840,1315709967157129217,1.0,,,1.0
1418829307145859098,1418631654705336329,1418777511811559425,0.0,1.0,0.0,
1418827969649385472,1418631654705336329,1418777511811559425,0.0,1.0,0.0,
1418640542620135428,1418631654705336329,1418639654446931972,1.0,,,0.0
1281227356930260995,1281115047574614024,1281189862671073280,0.0,0.0,0.0,
1276934720916541442,1276148037677715456,1276173444481245184,1.0,,,0.0
1276161820370362368,1276148037677715456,1276159015400202241,0.0,1.0,0.0,
1276159273039519751,1276148037677715456,1276159015400202241,1.0,,,1.0
1451340070741553154,1451338938728296448,1451339888960290816,1.0,,,0.0
1366204672638394372,1366203492088639490,1366204032751173636,1.0,,,1.0
1207479968294473728,1207365082285514752,1207477734588502016,1.0,,,1.0
1372342093650173954,1372210726761271296,1372335588754534406,0.0,0.0,1.0,
1372336988477607937,1372210726761271296,1372335588754534406,0.0,0.0,1.0,
1372334477393940484,1372210726761271296,1372334235411902466,0.0,0.0,1.0,
1372317666757783556,1372210726761271296,1372261175082225669,0.0,0.0,0.0,
1372275784069615620,1372210726761271296,1372261175082225669,0.0,1.0,1.0,
1515159358752976898,1514851553714139137,1515099894477852678,1.0,,,0.0
1433953472429244416,1433891614955499523,1433953287624028165,0.0,0.0,0.0,
1183732954343841792,1183127131766841344,1183364819426185217,1.0,,,1.0
1183611039985917952,1183127131766841344,1183364819426185217,1.0,,,0.0
1183596967554899969,1183127131766841344,1183595750321786886,1.0,,,1.0
1183591189628510208,1183127131766841344,1183482915377811456,0.0,0.0,0.0,
1183465985489166336,1183127131766841344,1183450614812086272,0.0,0.0,0.0,
1183454110734897154,1183127131766841344,1183364819426185217,0.0,0.0,0.0,
1183451978854060033,1183127131766841344,1183364819426185217,0.0,0.0,0.0,
1183446727883407365,1183127131766841344,1183364819426185217,0.0,0.0,1.0,
1183434376933191680,1183127131766841344,1183364819426185217,1.0,,,1.0
1183431721045372928,1183127131766841344,1183364819426185217,1.0,,,0.0
1183428206155780096,1183127131766841344,1183364819426185217,0.0,0.0,0.0,
1183413580613521408,1183127131766841344,1183364819426185217,1.0,,,1.0
1183407608658571264,1183127131766841344,1183364819426185217,1.0,,,1.0
1183394662704439296,1183127131766841344,1183364819426185217,0.0,0.0,0.0,
1183390254755172352,1183127131766841344,1183364819426185217,0.0,0.0,0.0,
1183389098666549249,1183127131766841344,1183364819426185217,0.0,0.0,0.0,
1183388798606028808,1183127131766841344,1183364819426185217,1.0,,,1.0
1183380073384165376,1183127131766841344,1183364819426185217,0.0,1.0,0.0,
1183379731087024130,1183127131766841344,1183364819426185217,1.0,,,0.0
1183373851566186496,1183127131766841344,1183364819426185217,0.0,0.0,0.0,
1324891058711441408,1324875763062071297,1324877755410997254,1.0,,,0.0
1514323687046008832,1514317904447160322,1514320005592195072,0.0,0.0,1.0,
1514323229934071825,1514317904447160322,1514318959365001226,1.0,,,0.0
230778918578319360,230778290212843520,230778702315810816,0.0,0.0,0.0,
1402746198021246978,1402732269652135940,1402744809018867717,1.0,,,0.0
1372925616635441155,1372915825842122753,1372925559370551299,1.0,,,0.0
1372925099423236096,1372915825842122753,1372918020058841091,1.0,,,1.0
1372921008471076864,1372915825842122753,1372918020058841091,0.0,0.0,1.0,
1465061213814075400,1465038459509395459,1465052562139144193,1.0,,,1.0
1465054391669440514,1465038459509395459,1465052562139144193,1.0,,,0.0
1366843126703390720,1366074492120948738,1366322804958846976,0.0,1.0,0.0,
1183103257557774338,1183100849310126080,1183101704289554433,1.0,,,0.0
1515779224786845697,1515015842257416195,1515118852316798977,1.0,,,0.0
1515777877890981892,1515015842257416195,1515243441382473731,1.0,,,1.0
1515042189860081674,1515015842257416195,1515021030967984134,1.0,,,1.0
1210982233995202560,1210795068723826688,1210803217480568833,0.0,1.0,0.0,
1239657731449110528,1239609297895555072,1239637889631297539,0.0,1.0,0.0,
1239657414569459715,1239609297895555072,1239637889631297539,0.0,1.0,0.0,
1525717180779831297,1525707464053624833,1525715380190298112,0.0,1.0,0.0,
398649842957680640,398648903530057730,398649526086414337,1.0,,,0.0
311236794274414592,290888055861153792,311236332515102720,0.0,0.0,1.0,
690291329713225729,682911043207696384,690291059340005376,1.0,,,0.0
1318388856815669248,1318388474785878016,1318388566012067840,0.0,1.0,0.0,
1215507421323501570,1215506281336909825,1215506974344990721,1.0,,,0.0
1505247657647915009,1504910949580427267,1505018558207561730,0.0,0.0,1.0,
1505245348222095371,1504910949580427267,1504989937334210565,1.0,,,1.0
1505191093108973570,1504910949580427267,1504989937334210565,1.0,,,0.0
1266110566323687431,1266108566366294029,1266109300050735104,0.0,1.0,0.0,
1266110126001459200,1266108566366294029,1266109300050735104,0.0,1.0,0.0,
1388906990798266372,1388905063448555535,1388906475465084934,0.0,1.0,0.0,
843371175141130240,843361406451957761,843365515724701696,1.0,,,0.0
1150408052467781632,1150015060770787328,1150068605922500608,1.0,,,0.0
1150406396220977152,1150015060770787328,1150016779671887872,1.0,,,0.0
1150092203655434240,1150015060770787328,1150091870048931840,1.0,,,1.0
1150019513003515904,1150015060770787328,1150015975342743552,1.0,,,1.0
1482389143170732039,1482323670026575873,1482388885468499968,1.0,,,0.0
1238056796004257795,1237972701291204608,1238056317560008704,1.0,,,1.0
1240491108301332481,1240313779855847424,1240325293690085376,1.0,,,0.0
1240434843701444609,1240313779855847424,1240434654982877187,1.0,,,1.0
1240332060331401216,1240313779855847424,1240331820811481088,1.0,,,0.0
1240318133656621059,1240313779855847424,1240315015627821056,0.0,1.0,0.0,
1240317077065326592,1240313779855847424,1240314126053720065,1.0,,,1.0
1240314835667165186,1240313779855847424,1240314060131966976,1.0,,,0.0
1426494876741513224,1426226403381493765,1426233913068953604,1.0,,,0.0
1426254748701929481,1426226403381493765,1426233913068953604,1.0,,,0.0
1426250318233354247,1426226403381493765,1426233913068953604,1.0,,,0.0
1426238767833223176,1426226403381493765,1426233913068953604,1.0,,,1.0
849302439572504576,849302048919232513,849302280914579456,0.0,0.0,1.0,
1530146373387034624,1529901604417191936,1530114035403743232,0.0,1.0,0.0,
1530100707356987392,1529901604417191936,1529929980284747782,1.0,,,0.0
1131105588887212033,1130954113196412928,1131105438202654720,1.0,,,0.0
1321488605152374786,1321483833682784256,1321488432728887296,0.0,1.0,0.0,
1514021839185629192,1514019788141572097,1514020796343148545,1.0,,,0.0
1366914698558504963,1366912693534420998,1366914433394556930,0.0,1.0,0.0,
1149748812216487936,1149740620677672960,1149740794980392960,0.0,1.0,0.0,
1149746274113077248,1149740620677672960,1149740794980392960,1.0,,,0.0
1233214530030882816,1232899495081365504,1232912901721272320,0.0,1.0,0.0,
1232913615688097792,1232899495081365504,1232912901721272320,1.0,,,0.0
1041929278710054913,1041676178564767744,1041758118668058624,1.0,,,0.0
1466107772819451904,1466104909863034888,1466105281075564545,0.0,1.0,1.0,
1240678031263490050,1240676894745518080,1240677325903200256,0.0,1.0,0.0,
1542175137327329282,1542174158301577216,1542174857596633089,0.0,1.0,0.0,
1192098904906588160,1192081876585988096,1192098475967688704,0.0,0.0,0.0,
1516426172397199361,1516366147842678788,1516422045860569093,0.0,1.0,0.0,
1540506759810408449,1540476609831915522,1540506603748720641,1.0,,,0.0
1491842984752697348,1491808427529539585,1491842093634961415,0.0,1.0,0.0,
1491842646096105474,1491808427529539585,1491842093634961415,0.0,1.0,0.0,
1346280804826152960,1346279702479167490,1346279928308895753,0.0,1.0,1.0,
1339578860015394822,1339430440126562305,1339578220144824322,1.0,,,0.0
1503436000025927680,1503426172553637888,1503435727786422272,0.0,0.0,1.0,
1514386286970388484,1514358621244915713,1514385602048925707,0.0,1.0,0.0,
1050900510608384010,1050899920738287617,1050900056969269248,0.0,0.0,1.0,
1225552955375529987,1225406154181939201,1225549275309973504,0.0,0.0,0.0,
1225504637056405505,1225406154181939201,1225497019436982272,0.0,0.0,0.0,
1398717205328527361,1398684935393710082,1398716035474329602,0.0,1.0,0.0,
1245152988303327233,1245151320199307264,1245152349326368768,1.0,,,0.0
1345113351014199298,1345086157164580865,1345090044810428416,1.0,,,1.0
1345091987872116742,1345086157164580865,1345090044810428416,0.0,1.0,0.0,
1279532426901852160,1278815661259661313,1279156297083076608,0.0,0.0,0.0,
1279516968211501056,1278815661259661313,1279156297083076608,1.0,,,0.0
1279488171093491714,1278815661259661313,1279156297083076608,1.0,,,0.0
1279483588505792515,1278815661259661313,1279156297083076608,0.0,1.0,0.0,
1279441381946281985,1278815661259661313,1279156297083076608,1.0,,,0.0
1279428364684726272,1278815661259661313,1279156297083076608,1.0,,,0.0
1279420704694427649,1278815661259661313,1279156297083076608,0.0,1.0,0.0,
1279410842203652098,1278815661259661313,1279156297083076608,1.0,,,0.0
1279403769315258369,1278815661259661313,1279164756826271745,1.0,,,1.0
1279396064068501505,1278815661259661313,1279156297083076608,0.0,0.0,0.0,
1279352101735366657,1278815661259661313,1279158550816681984,1.0,,,0.0
1279343878949048321,1278815661259661313,1279248741300658178,0.0,1.0,0.0,
1279281368829067265,1278815661259661313,1279156297083076608,1.0,,,0.0
1279278549107646466,1278815661259661313,1279164756826271745,0.0,1.0,0.0,
1279272401352536067,1278815661259661313,1279156297083076608,0.0,0.0,0.0,
1279215067440046081,1278815661259661313,1279174842282053632,1.0,,,1.0
1279160934062272512,1278815661259661313,1279150305846931456,1.0,,,1.0
1320172655165775872,1320085401055318016,1320149087136657409,0.0,1.0,0.0,
1178865287417880577,1178852164438917120,1178856000339795970,1.0,,,0.0
1178857605344591877,1178852164438917120,1178856000339795970,0.0,0.0,0.0,
850436502278598657,850433769748262912,850435990649004039,0.0,1.0,0.0,
850436319490842624,850433769748262912,850435990649004039,0.0,0.0,1.0,
1430039024475934721,1429636502691143685,1429847757863464970,1.0,,,0.0
1429844428051603459,1429636502691143685,1429644942570266624,0.0,0.0,0.0,
1535963037198319616,1535724487844499457,1535962315782115328,0.0,0.0,1.0,
1396859282826661893,1396761833214730242,1396813638451793920,0.0,0.0,1.0,
1302895869981851648,1302523873011826688,1302696810637668352,0.0,0.0,0.0,
1302895469757169664,1302523873011826688,1302566208810647552,0.0,0.0,0.0,
1302634281672609793,1302523873011826688,1302592221301092354,1.0,,,1.0
1302588849479180295,1302523873011826688,1302566041575460864,1.0,,,1.0
1302579463889154050,1302523873011826688,1302566041575460864,1.0,,,1.0
1302526360011800576,1302523873011826688,1302525168187846659,1.0,,,1.0
1387201350853922820,1387200029161627648,1387200821314547713,0.0,0.0,0.0,
1529897482469224464,1529867769457610759,1529896649795022855,0.0,0.0,1.0,
959566507180285952,959399799723196416,959566011694448640,1.0,,,0.0
959423618911481857,959399799723196416,959417189471326208,0.0,0.0,0.0,
1511721016195784707,1511649583994048513,1511703670517538817,1.0,,,1.0
1511650902435774469,1511649583994048513,1511650323781234693,1.0,,,1.0
1543489521114824705,1543278775412178950,1543298943034982400,1.0,,,0.0
1543489168432664577,1543278775412178950,1543298943034982400,0.0,0.0,0.0,
1319185926958927873,1319078969115697152,1319175642034950145,0.0,0.0,0.0,
241148411930374145,241141045612650496,241145345244012544,0.0,0.0,1.0,
1542883773359996930,1542821114514128897,1542822649193193475,1.0,,,0.0
1106523704526364672,1106484388005597184,1106522737529495555,1.0,,,0.0
1514355916929445893,1514347405646303233,1514353624683532290,1.0,,,1.0
1481918094012518402,1481896510166077441,1481911421713764355,0.0,0.0,0.0,
907420379219681280,907370846272065538,907373058037559298,1.0,,,0.0
907378966318784512,907370846272065538,907373058037559298,1.0,,,0.0
907377956510728197,907370846272065538,907373058037559298,0.0,0.0,1.0,
1366794002096295937,1366789680931368963,1366793572196909056,0.0,1.0,0.0,
1239062805665308672,1239044515874267136,1239062438151991296,1.0,,,1.0
1238478363343241216,1238420579566354432,1238423081342959616,0.0,1.0,0.0,
1238432018133733376,1238420579566354432,1238423081342959616,0.0,0.0,0.0,
1238427201629876225,1238420579566354432,1238421910339362818,0.0,0.0,0.0,
1401550473673465858,1399787393574703106,1399823846237147144,0.0,0.0,0.0,
1401550275723268098,1399787393574703106,1399823846237147144,0.0,1.0,1.0,
1401549795488063491,1399787393574703106,1399823846237147144,0.0,1.0,1.0,
1541494500484341762,1541183347262689283,1541224889322962944,1.0,,,1.0
1541418040679604226,1541355260379283457,1541356922485571585,0.0,1.0,1.0,
1370168201452126210,1370144491793960960,1370160691353681925,1.0,,,0.0
1073796502408097794,1073784276934684672,1073795804673003522,0.0,1.0,1.0,
1540453736589316097,1540444356653379586,1540446552094900224,0.0,0.0,1.0,
1540452957891731456,1540444356653379586,1540446552094900224,1.0,,,1.0
1540452044191834112,1540444356653379586,1540446552094900224,0.0,0.0,1.0,
1540447061149196291,1540444356653379586,1540446552094900224,0.0,0.0,0.0,
1456398913141882881,1456372554302623744,1456394729881366528,1.0,,,0.0
1319735811554922511,1319733525818544128,1319735092596609026,1.0,,,0.0
1220856842924044288,1220031499774447623,1220803024160993283,0.0,1.0,1.0,
1409578380446605313,1409540948070178819,1409546457963761670,1.0,,,1.0
1513759627841720320,1513210143059726342,1513211659858284547,1.0,,,0.0
1513504393575944195,1513210143059726342,1513498375471222789,0.0,1.0,0.0,
1513317405619073026,1513210143059726342,1513211659858284547,1.0,,,1.0
1513237375173988354,1513210143059726342,1513236974987055104,1.0,,,0.0
1513228589742927873,1513210143059726342,1513211659858284547,1.0,,,1.0
1513222347293175811,1513210143059726342,1513222293878620162,1.0,,,0.0
1513218446737215490,1513210143059726342,1513211659858284547,1.0,,,1.0
1513213418236518403,1513210143059726342,1513211659858284547,1.0,,,0.0
1177637885438304256,1177572085310377984,1177592861023444994,0.0,0.0,0.0,
1510644789632512002,1510624833209438211,1510644197191204875,1.0,,,1.0
1510626018108837900,1510624833209438211,1510625916824834059,1.0,,,1.0
1199459574975258624,1199450151477284864,1199450364761845760,0.0,0.0,1.0,
1221149742605967372,1221148442061426688,1221149384940773376,1.0,,,0.0
1150149779684335616,1150134298604761088,1150148787215593472,1.0,,,0.0
1372090692764381187,1371319012492214272,1371321618975354881,0.0,1.0,1.0,
1371324208375037952,1371319012492214272,1371321618975354881,1.0,,,0.0
490309899448881152,490305702225645569,490308876428779520,1.0,,,0.0
1331326246693777414,1330076380311281664,1330079796118876162,1.0,,,0.0
1330080113627717633,1330076380311281664,1330079796118876162,1.0,,,0.0
1318029419081011208,1317921862240841728,1317928626831183874,1.0,,,1.0
1317948877400657922,1317921862240841728,1317927550384017408,1.0,,,0.0
1317937488669810690,1317921862240841728,1317922506997641216,0.0,0.0,0.0,
1317936640418041861,1317921862240841728,1317934254257569792,0.0,1.0,0.0,
1317928439568105472,1317921862240841728,1317926224535179264,1.0,,,1.0
1317925054852878337,1317921862240841728,1317922583132688384,1.0,,,0.0
1317923670631895046,1317921862240841728,1317922678435647488,1.0,,,0.0
1317923517267120136,1317921862240841728,1317922368950591495,0.0,0.0,0.0,
1317923343346040832,1317921862240841728,1317922368950591495,0.0,0.0,0.0,
1317922964956942336,1317921862240841728,1317922678435647488,1.0,,,0.0
1317922853749198855,1317921862240841728,1317922368950591495,0.0,0.0,0.0,
1508785802192556033,1508625593318920194,1508635751822798849,1.0,,,0.0
1280184946347307008,1280179271697199104,1280184306187612160,0.0,0.0,0.0,
1476344079101345794,1476280474603507714,1476314275287339009,1.0,,,0.0
1239909074638180352,1239907856255782912,1239908393260847106,0.0,1.0,0.0,
1397635734144749570,1397326638438920200,1397635285601632260,1.0,,,0.0
1397334175875837953,1397326638438920200,1397333835956752384,1.0,,,1.0
1430696347259310083,1430586497883774978,1430693708467408896,1.0,,,1.0
1371623990456848384,1371378382357766149,1371389586803367937,1.0,,,1.0
1371623421512060930,1371378382357766149,1371389586803367937,0.0,1.0,0.0,
1279424247199342592,1279408569427922944,1279423861910577158,1.0,,,0.0
1027192846514892801,1026808018212667394,1027188487605440513,0.0,0.0,0.0,
1317081398059085829,1316727262256005121,1316740921157918720,1.0,,,0.0
1514984515864870925,1514940712026091527,1514980061233008649,1.0,,,0.0
1477064213801713664,1476995560221646851,1477017297873219585,1.0,,,1.0
1258125666266087429,1258111283393630209,1258125504516952064,1.0,,,0.0
1539706802949996546,1539263007762563072,1539371398405267457,0.0,1.0,0.0,
1539275291364818945,1539263007762563072,1539264265747677184,1.0,,,1.0
1539267799863939074,1539263007762563072,1539264265747677184,1.0,,,1.0
525656497389580288,522595296811831296,525655940167905281,1.0,,,1.0
1485142722583400455,1485141118413070337,1485142657999462408,0.0,0.0,1.0,
1319590579542609920,1319242412804481025,1319246837925220352,0.0,0.0,1.0,
1319329464862597122,1319242412804481025,1319297888929841153,1.0,,,0.0
1319292632531517440,1319242412804481025,1319246837925220352,1.0,,,1.0
1319291391000805377,1319242412804481025,1319289428750209024,0.0,0.0,0.0,
1319288191082328067,1319242412804481025,1319246837925220352,1.0,,,1.0
1319287557029412866,1319242412804481025,1319243998213570561,1.0,,,1.0
1319252860740263936,1319242412804481025,1319246837925220352,0.0,0.0,0.0,
1320480857375854597,1320388405243662336,1320418815700832258,1.0,,,1.0
1320432970264649729,1320388405243662336,1320418815700832258,1.0,,,1.0
1320406456647274497,1320388405243662336,1320403912063635458,0.0,1.0,1.0,
1542206322803822593,1542047555558682625,1542198668895330307,0.0,0.0,0.0,
1541299548529872896,1541273727727538176,1541297961589624832,0.0,1.0,0.0,
1345797918159065088,1344291785929940996,1345793871196815360,0.0,0.0,0.0,
1240433259948830721,1240315864714547203,1240317065367519234,0.0,0.0,0.0,
1256304325313228800,1255663044773982209,1255673563861749761,0.0,0.0,0.0,
1255806313285771264,1255663044773982209,1255699433108443138,1.0,,,0.0
583088363059716096,583086373135097856,583088301696921600,1.0,,,0.0
1427286137383567360,1427256558841475075,1427277860872474628,1.0,,,0.0
1078705135264641025,1078450558694912000,1078580024104501248,0.0,0.0,0.0,
1078704081819049984,1078450558694912000,1078692815662731267,1.0,,,0.0
1078453166209937409,1078450558694912000,1078451598270103552,0.0,0.0,0.0,
1078451395320340491,1078450558694912000,1078451248872022017,1.0,,,0.0
1470666292143091715,1468770957003157506,1468773046064488448,0.0,0.0,0.0,
1469607413301010434,1468770957003157506,1468773046064488448,1.0,,,1.0
1469089131846258689,1468770957003157506,1469064099757703175,0.0,0.0,1.0,
1482912906064928777,1482910074397995010,1482910433887543297,0.0,1.0,0.0,
1265835537899966469,1265720382843056128,1265780086399102978,1.0,,,1.0
1265829151266742275,1265720382843056128,1265828396443017216,1.0,,,1.0
1265749064521519104,1265720382843056128,1265736275115626497,0.0,1.0,0.0,
1265740199398694912,1265720382843056128,1265736275115626497,0.0,0.0,1.0,
1265739104207147010,1265720382843056128,1265738435991568385,1.0,,,1.0
1497703507113164803,1497676467618004992,1497696575149129731,1.0,,,0.0
